"Provider Org name","total_decisions","total_admitted","total_failed_to_attend","total_removals","total_gp_referrals","total_other_referrals","total_first_seen","total_first_dna","total_subs_seen","total_subs_dna","quarter_start"
ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,1299,918,193,2660,530,2019-04-01
EUXTON HALL HOSPITAL,1429,1594,3,76,3064,0,2841,30,7857,162,2019-04-01
FAIRFIELD HOSPITAL,972,972,0,0,2022,0,2105,82,3601,245,2019-04-01
FITZWILLIAM HOSPITAL,1503,1784,22,112,2555,0,2926,124,7743,332,2019-04-01
FRIMLEY HEALTH NHS FOUNDATION TRUST,20120,18003,371,4078,38975,16702,48007,3940,81751,6419,2019-04-01
FULWOOD HALL HOSPITAL,1307,2058,0,171,3209,0,3503,166,7101,496,2019-04-01
GATESHEAD HEALTH NHS FOUNDATION TRUST,4658,2557,132,730,8533,5604,11584,797,22864,2350,2019-04-01
GEORGE ELIOT HOSPITAL NHS TRUST,4774,4594,163,590,13171,7106,16307,1271,30388,2849,2019-04-01
GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,14857,12451,0,0,39301,18055,43720,3436,91021,5336,2019-04-01
GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,3385,3021,25,374,1525,8822,6691,635,28088,3892,2019-04-01
GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4074,3438,42,763,16281,9267,22705,1353,39507,2671,2019-04-01
GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,27085,23086,702,3987,40479,48163,84079,10312,161920,19817,2019-04-01
HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,12078,10436,207,1532,23773,10724,33510,2040,62701,4136,2019-04-01
HAND TO ELBOW CLINIC (BATH),0,0,0,0,41,0,41,1,33,0,2019-04-01
HARROGATE AND DISTRICT NHS FOUNDATION TRUST,6874,6297,139,935,11442,4175,14754,1019,29459,2460,2019-04-01
HERE,913,1223,12,164,1683,166,2218,190,6527,322,2019-04-01
HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,0,0,2262,964,2079,155,3611,356,2019-04-01
HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,3992,2965,292,456,21485,10922,27862,3149,48193,7592,2019-04-01
HORTON NHS TREATMENT CENTRE,756,602,0,0,1118,0,1337,41,5097,263,2019-04-01
HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,15766,13401,388,2142,31452,14041,46246,4137,100991,8185,2019-04-01
HUMBER TEACHING NHS FOUNDATION TRUST,0,0,0,0,407,85,364,36,476,44,2019-04-01
IMPERIAL COLLEGE HEALTHCARE NHS TRUST,14919,18455,902,7644,44812,42273,71790,9630,177909,18845,2019-04-01
INDEPENDENT HEALTH GROUP,0,544,3,0,759,0,666,6,269,6,2019-04-01
INHEALTH LIMITED,0,0,0,0,1055,0,785,62,1527,0,2019-04-01
ISIGHT,176,436,0,0,46,527,586,10,1030,47,2019-04-01
ISLE OF WIGHT NHS TRUST,2954,2401,112,602,8318,8639,13896,1178,22031,1700,2019-04-01
JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5058,6057,177,1060,11746,8135,18218,1738,37917,3263,2019-04-01
KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,46,46,0,0,0,0,0,0,0,0,2019-04-01
KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,824,0,678,0,0,0,2019-04-01
KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9785,9038,123,544,14057,12757,23828,1627,49407,3736,2019-04-01
KIMS HOSPITAL (NEWNHAM COURT),1410,1222,286,0,2208,1,1834,76,7308,403,2019-04-01
KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,20354,18346,502,2663,59332,29552,65982,8911,159957,19301,2019-04-01
KINGSTON HOSPITAL NHS FOUNDATION TRUST,7240,5206,197,1437,21383,7610,28506,2418,46176,3892,2019-04-01
LANCASHIRE CARE NHS FOUNDATION TRUST,0,0,0,0,3111,4719,4244,220,9892,587,2019-04-01
LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,13873,10839,279,1651,21070,15491,34697,3443,91002,8451,2019-04-01
LEEDS COMMUNITY HEALTHCARE NHS TRUST,0,0,0,0,801,1255,1621,96,3107,345,2019-04-01
BMI - FAWKHAM MANOR HOSPITAL,91,147,0,58,269,0,301,9,305,20,2011-07-01
LEEDS TEACHING HOSPITALS NHS TRUST,19248,17113,276,4648,48354,33139,71439,7197,174391,14920,2019-04-01
LEICESTERSHIRE PARTNERSHIP NHS TRUST,0,0,0,0,248,258,265,105,1001,317,2019-04-01
LEWISHAM AND GREENWICH NHS TRUST,10231,8747,142,1494,32026,23514,43810,12024,70123,12423,2019-04-01
LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,1204,2091,5,103,2143,6744,6127,570,12087,1319,2019-04-01
LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,2339,2005,36,199,4748,11707,13321,1442,19691,2057,2019-04-01
LIVEWELL SOUTHWEST,0,0,0,0,80,12,76,9,226,31,2019-04-01
LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,16163,10682,880,2693,42688,26996,49713,10065,76622,14691,2019-04-01
LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,9207,7598,306,1289,18636,17071,29655,3132,61262,6020,2019-04-01
MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,8056,16328,246,1730,30058,28316,43658,3234,72316,4889,2019-04-01
MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,30108,27382,1766,5410,52321,58473,95255,12520,234605,25242,2019-04-01
MEDWAY NHS FOUNDATION TRUST,4973,4916,226,1298,18761,9335,22076,1642,42583,3932,2019-04-01
MERSEY CARE NHS FOUNDATION TRUST,0,0,0,0,3363,2634,1382,451,9187,960,2019-04-01
MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7962,7348,173,1070,15572,5377,16810,1122,28761,1880,2019-04-01
MID ESSEX HOSPITAL SERVICES NHS TRUST,7605,7077,115,1045,16838,13020,22275,1428,39725,3508,2019-04-01
MID YORKSHIRE HOSPITALS NHS TRUST,13835,11660,244,1448,29890,12639,47865,3995,83330,4929,2019-04-01
MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,322,279,1,82,1488,646,2013,191,5214,700,2019-04-01
MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,5939,4739,143,861,15269,10141,24381,1674,31903,2684,2019-04-01
MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,10181,9062,0,0,15673,8812,31179,3796,97224,11251,2019-04-01
MOUNT STUART HOSPITAL,904,998,29,82,1604,0,1510,39,2598,228,2019-04-01
NEW HALL HOSPITAL,1003,1348,1,54,2395,0,2009,72,5338,215,2019-04-01
NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,20564,17545,261,3210,36856,18468,47522,2537,74845,4268,2019-04-01
NORTH BRISTOL NHS TRUST,12927,13994,124,737,18892,13444,27933,1922,59194,5099,2019-04-01
NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,7485,6563,73,2101,14669,9801,26216,1717,50232,3620,2019-04-01
NORTH DOWNS HOSPITAL,499,726,0,0,867,0,1311,14,2968,99,2019-04-01
NORTH EAST LONDON NHS FOUNDATION TRUST,0,0,0,0,588,2012,2357,39,6016,1293,2019-04-01
NORTH EAST LONDON TREATMENT CENTRE CARE UK,2391,2227,63,389,4785,0,2997,245,2522,92,2019-04-01
NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,6200,4962,153,1246,11930,12035,35737,4667,54347,7218,2019-04-01
NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4191,4635,10,775,11759,4987,13463,1139,15771,2267,2019-04-01
NORTH WEST ANGLIA NHS FOUNDATION TRUST,13151,11070,125,1625,31262,18861,47972,3421,91007,6753,2019-04-01
NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,0,0,0,0,1633,0,1218,262,12213,2716,2019-04-01
NORTH WEST CATS - INHEALTH PATHWAY MANAGEMENT CENTRE,0,0,0,0,7915,0,4821,254,2150,27,2019-04-01
NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9467,8576,150,655,21815,8671,35536,3163,79711,7276,2019-04-01
NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,127,127,0,0,38,580,312,37,749,74,2019-04-01
NORTHERN DEVON HEALTHCARE NHS TRUST,5239,4355,0,403,6328,2244,10967,610,19461,1514,2019-04-01
NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9845,8732,257,1155,17981,15509,30348,2839,61320,4415,2019-04-01
"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",0,0,0,0,79,243,270,41,3002,388,2019-04-01
NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10902,10688,160,939,14370,12406,29086,1823,67430,4704,2019-04-01
NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,23796,20763,206,2198,24818,22376,36026,3424,92689,8255,2019-04-01
NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,67,62,0,42,0,35,28,0,98,0,2019-04-01
NOVUS HEALTH LTD,127,123,3,1,965,23,825,44,754,122,2019-04-01
"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",306,327,0,19,805,0,689,18,1393,46,2019-04-01
"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",503,554,0,112,444,0,459,19,765,63,2019-04-01
"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",115,116,0,10,218,0,204,3,338,16,2019-04-01
"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",20,7,0,0,56,0,38,1,32,0,2019-04-01
"NUFFIELD HEALTH, CHICHESTER HOSPITAL",64,102,2,12,112,2,101,6,222,11,2019-04-01
"NUFFIELD HEALTH, EXETER HOSPITAL",20,9,0,0,78,0,43,4,13,1,2019-04-01
BMI - GORING HALL HOSPITAL,157,237,0,23,248,0,458,5,353,17,2011-07-01
"NUFFIELD HEALTH, HAYWARDS HEATH HOSPITAL",42,61,0,2,67,0,73,4,108,3,2019-04-01
"NUFFIELD HEALTH, LEEDS HOSPITAL",728,856,5,53,1288,0,1190,74,2752,230,2019-04-01
"NUFFIELD HEALTH, LEICESTER HOSPITAL",234,285,0,34,561,0,516,20,1086,61,2019-04-01
"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",483,541,0,48,937,0,870,36,1407,118,2019-04-01
"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",280,509,0,6,268,0,286,1,571,51,2019-04-01
"NUFFIELD HEALTH, TAUNTON HOSPITAL",179,208,0,6,239,0,268,10,569,28,2019-04-01
"NUFFIELD HEALTH, TEES HOSPITAL",724,863,0,73,836,0,950,13,2624,122,2019-04-01
"NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER",97,116,0,4,195,0,144,8,597,40,2019-04-01
"NUFFIELD HEALTH, WOKING HOSPITAL",11,18,0,0,20,0,16,0,68,4,2019-04-01
"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",496,686,0,19,644,0,679,24,2105,104,2019-04-01
"NUFFIELD HEALTH, YORK HOSPITAL",313,166,0,18,225,0,261,4,534,20,2019-04-01
NUFFIELD HOSPITAL OXFORD (THE MANOR),34,58,0,2,38,0,44,4,151,8,2019-04-01
OAKLANDS HOSPITAL,1440,1661,105,103,4569,0,3903,620,8485,727,2019-04-01
OAKS HOSPITAL,117,178,0,0,163,0,272,4,585,19,2019-04-01
OLDHAM INTEGRATED CARE CENTRE,0,0,0,0,3176,682,4723,281,7351,845,2019-04-01
ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,124,113,1,10,164,0,121,4,185,8,2019-04-01
OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,25249,20351,699,5895,50479,35913,77353,4349,118557,7921,2019-04-01
OXLEAS NHS FOUNDATION TRUST,0,0,0,0,25,155,356,41,488,53,2019-04-01
PARK HILL HOSPITAL,223,252,0,64,499,0,428,40,1198,83,2019-04-01
PENINSULA NHS TREATMENT CENTRE,814,817,2,26,458,179,593,20,651,25,2019-04-01
PENNINE ACUTE HOSPITALS NHS TRUST,18001,15074,767,3556,35991,36475,50491,8404,74240,16913,2019-04-01
PENNINE CARE NHS FOUNDATION TRUST,0,0,0,0,376,0,1138,206,4369,905,2019-04-01
PINEHILL HOSPITAL,893,1197,4,99,1691,0,1611,64,5681,208,2019-04-01
PIONEER HEALTHCARE LIMITED,102,88,0,2,311,0,316,15,191,11,2019-04-01
POOLE HOSPITAL NHS FOUNDATION TRUST,4090,3706,72,657,12137,10565,22786,1609,32444,3111,2019-04-01
PORTSMOUTH HOSPITALS NHS TRUST,11677,10343,243,1878,31664,18972,43187,2506,100336,6481,2019-04-01
PROVIDE,0,0,0,0,15,0,0,0,0,0,2019-04-01
QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,4270,3760,16,400,6622,5496,12324,1545,33400,2990,2019-04-01
RAMSAY CROYDON DAY HOSPITAL,143,189,0,0,496,0,505,18,524,33,2019-04-01
RENACRES HOSPITAL,942,1344,2,93,2569,0,2404,82,6143,32,2019-04-01
RIVERS HOSPITAL,2325,2550,0,542,3213,0,3593,86,12194,2,2019-04-01
ROWLEY HALL HOSPITAL,1104,1536,23,56,2131,0,1705,145,6540,358,2019-04-01
ROYAL BERKSHIRE NHS FOUNDATION TRUST,7653,12803,134,1255,28755,21630,48346,3710,86615,6640,2019-04-01
ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,4534,3741,0,168,3986,4121,6010,465,34340,2798,2019-04-01
ROYAL CORNWALL HOSPITALS NHS TRUST,13444,11821,272,1755,25357,15247,35357,2345,72142,5612,2019-04-01
ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,12794,10827,283,1786,29382,10340,33480,2540,55740,3826,2019-04-01
ROYAL FREE LONDON NHS FOUNDATION TRUST,21258,16766,541,3690,48858,36407,72541,9567,148537,17834,2019-04-01
ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,6632,5393,303,1485,22054,17920,37870,4696,100852,10589,2019-04-01
ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,952,1145,21,59,2956,3404,1340,63,6398,472,2019-04-01
ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,3273,2895,46,565,2698,5722,2080,131,17285,1563,2019-04-01
ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6278,7771,39,890,16532,12604,20599,1408,48021,2564,2019-04-01
ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6819,5755,27,243,20212,16934,36406,2882,59021,4132,2019-04-01
SALFORD ROYAL NHS FOUNDATION TRUST,10375,10339,339,2247,20900,15555,42357,4282,95945,10331,2019-04-01
SALISBURY NHS FOUNDATION TRUST,3753,6521,26,0,18238,9196,20267,1002,40521,2243,2019-04-01
SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,8889,10039,295,1889,38408,26089,61844,7479,83913,8281,2019-04-01
SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2354,2019,62,182,4774,7760,19555,1315,35072,3043,2019-04-01
SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,30131,25975,623,4500,37583,39787,75884,6052,201778,15255,2019-04-01
SHEPTON MALLET NHS TREATMENT CENTRE,1587,1610,17,65,1442,965,1791,25,2463,81,2019-04-01
SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,8998,8087,209,1065,15220,9077,24375,1906,61478,4419,2019-04-01
SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,7418,7306,97,1179,18327,14081,34150,2156,51246,2810,2019-04-01
SHROPSHIRE COMMUNITY HEALTH NHS TRUST,160,173,0,12,504,319,710,67,1338,143,2019-04-01
SOLENT NHS TRUST,0,0,0,0,1210,1616,796,78,2968,336,2019-04-01
SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,33,21,380,63,1527,197,2019-04-01
SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,9151,8086,158,967,27921,19222,38307,3745,83755,7841,2019-04-01
SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,15604,13276,434,1667,30664,22190,55597,4873,91463,8899,2019-04-01
SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,6711,5173,59,867,14116,4919,18409,1156,30559,2302,2019-04-01
SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,0,0,0,0,3064,5590,6324,663,63090,7886,2019-04-01
SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,2,4,15,0,0,2019-04-01
SOUTHAMPTON NHS TREATMENT CENTRE,4375,3583,108,526,6377,4,4237,285,4921,481,2019-04-01
SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8870,6907,112,1171,19763,13656,25875,1955,49130,4075,2019-04-01
SOUTHERN HEALTH NHS FOUNDATION TRUST,553,517,12,104,836,3,954,58,2427,247,2019-04-01
SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,4321,3537,119,546,9586,12652,16094,1475,36693,3026,2019-04-01
SPIRE ALEXANDRA HOSPITAL,0,435,0,0,1322,0,593,0,1099,0,2019-04-01
SPIRE BRISTOL HOSPITAL,0,447,0,0,695,0,619,0,883,0,2019-04-01
SPIRE BUSHEY HOSPITAL,0,312,0,0,564,0,370,0,996,0,2019-04-01
SPIRE CAMBRIDGE LEA HOSPITAL,0,180,0,0,220,0,172,0,456,0,2019-04-01
SPIRE CHESHIRE HOSPITAL,0,849,0,0,1744,0,964,0,2473,0,2019-04-01
SPIRE CLARE PARK HOSPITAL,0,313,0,0,426,0,385,0,938,0,2019-04-01
SPIRE DUNEDIN HOSPITAL,0,470,0,0,840,0,515,0,1377,0,2019-04-01
SPIRE ELLAND HOSPITAL,0,1015,0,0,1565,0,1349,0,4268,0,2019-04-01
SPIRE FYLDE COAST HOSPITAL,0,1182,0,0,2602,0,1950,0,3588,0,2019-04-01
SPIRE GATWICK PARK HOSPITAL,0,274,0,0,303,0,135,0,389,0,2019-04-01
SPIRE HARPENDEN HOSPITAL,0,533,0,0,808,0,644,0,1990,0,2019-04-01
SPIRE HARTSWOOD HOSPITAL,0,270,0,0,663,0,557,0,1168,0,2019-04-01
SPIRE HULL AND EAST RIDING HOSPITAL,0,1371,0,0,2067,0,1477,0,6026,0,2019-04-01
SPIRE LEEDS HOSPITAL,0,732,0,0,1207,0,928,0,3457,0,2019-04-01
SPIRE LEICESTER HOSPITAL,0,382,0,0,648,0,582,0,1448,0,2019-04-01
SPIRE LITTLE ASTON HOSPITAL,0,613,0,0,1069,0,751,0,4391,0,2019-04-01
SPIRE LIVERPOOL HOSPITAL,0,1809,0,0,3282,0,2246,0,6789,0,2019-04-01
SPIRE LONDON EAST,0,1179,0,0,2336,0,1767,0,3331,0,2019-04-01
SPIRE MANCHESTER HOSPITAL,0,443,0,0,1218,0,828,0,1919,0,2019-04-01
SPIRE METHLEY PARK HOSPITAL,0,686,0,0,1262,0,960,0,3538,0,2019-04-01
SPIRE MONTEFIORE HOSPITAL,0,246,0,0,273,0,270,0,1172,0,2019-04-01
SPIRE MURRAYFIELD HOSPITAL,0,541,0,0,920,0,599,0,1965,0,2019-04-01
SPIRE NOTTINGHAM HOSPITAL,0,234,0,0,664,0,502,0,982,0,2019-04-01
SPIRE PARKWAY HOSPITAL,0,582,0,0,1235,0,914,0,3962,0,2019-04-01
SPIRE PORTSMOUTH HOSPITAL,0,308,0,0,491,0,410,0,1067,0,2019-04-01
SPIRE REGENCY HOSPITAL,0,480,0,0,1709,0,968,0,2954,0,2019-04-01
SPIRE SOUTH BANK HOSPITAL,0,508,0,0,1024,0,616,0,2322,0,2019-04-01
SPIRE SOUTHAMPTON HOSPITAL,0,269,0,0,824,0,444,0,1601,0,2019-04-01
SPIRE ST ANTHONY'S HOSPITAL,0,83,0,0,353,0,261,0,304,0,2019-04-01
SPIRE SUSSEX HOSPITAL,0,301,0,0,579,0,307,0,700,0,2019-04-01
SPIRE THAMES VALLEY HOSPITAL,0,73,0,0,192,0,130,0,456,0,2019-04-01
SPIRE TUNBRIDGE WELLS HOSPITAL,0,188,0,0,313,0,170,0,317,0,2019-04-01
SPIRE WASHINGTON HOSPITAL,0,1194,0,0,1242,0,895,0,3908,0,2019-04-01
SPIRE WELLESLEY HOSPITAL,0,1325,0,0,1234,0,999,0,4808,0,2019-04-01
SPRINGFIELD HOSPITAL,1215,1606,0,77,3768,0,3283,153,11902,767,2019-04-01
BMI - SARUM ROAD HOSPITAL,104,120,0,36,199,0,219,8,247,7,2011-07-01
ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14106,11357,260,2127,34983,23634,53487,6478,110418,12896,2019-04-01
ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,12149,11852,424,111,18740,16096,30188,3062,66222,6905,2019-04-01
ST MARTINS HOSPITAL,0,66,0,0,481,1180,235,26,381,79,2019-04-01
ST MARY'S NHS TREATMENT CENTRE,3012,2667,53,203,3568,1329,2827,64,2241,236,2019-04-01
STOCKPORT NHS FOUNDATION TRUST,8462,7391,214,1136,15063,8849,21707,1807,48918,3280,2019-04-01
SURREY AND SUSSEX HEALTHCARE NHS TRUST,5073,8238,0,465,23564,17650,30478,2161,41372,3167,2019-04-01
SUSSEX COMMUNITY DERMATOLOGY SERVICE,605,605,0,0,9841,0,8100,377,6925,491,2019-04-01
SUSSEX COMMUNITY NHS FOUNDATION TRUST,0,0,0,0,117,583,640,60,1500,147,2019-04-01
SUSSEX MSK PARTNERSHIP 2,776,658,5,180,796,89,879,39,2350,180,2019-04-01
TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,5223,4182,130,666,11743,6169,17206,1342,28469,2088,2019-04-01
TAUNTON AND SOMERSET NHS FOUNDATION TRUST,8512,7361,71,1421,15108,7558,16718,1232,27164,2055,2019-04-01
TEES VALLEY HOSPITAL,1960,2017,71,235,2950,0,2796,238,4749,332,2019-04-01
THE BERKSHIRE INDEPENDENT HOSPITAL,821,1023,19,115,2348,0,2121,365,5481,223,2019-04-01
THE CHRISTIE NHS FOUNDATION TRUST,3172,3083,62,265,79,5397,4523,213,89091,2335,2019-04-01
THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,1503,1456,0,1,175,2900,3010,163,67703,2250,2019-04-01
THE CROFT SHIFA HEALTH CENTRE,485,525,5,14,1054,0,968,97,4056,200,2019-04-01
THE DUDLEY GROUP NHS FOUNDATION TRUST,9961,10300,51,247,20780,12339,36896,2844,61463,4478,2019-04-01
THE GRANGE MEDICAL CENTRE HQ,320,289,31,0,365,0,368,40,483,61,2019-04-01
THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6479,5215,246,912,19936,9606,22404,2677,38511,5082,2019-04-01
THE HORDER CENTRE - ST JOHNS ROAD,362,343,1,103,413,20,334,13,729,41,2019-04-01
THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,26945,22883,560,3073,50417,34246,74604,6123,194864,15272,2019-04-01
THE ONE HEALTH GROUP LTD,19,16,12,0,2687,0,2255,181,4013,167,2019-04-01
THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,5249,4530,50,659,14286,18013,21721,1661,38220,2428,2019-04-01
"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6507,5761,148,914,13115,7566,18786,1342,43420,2260,2019-04-01
THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,3371,2784,24,597,5998,3156,8210,393,18386,1043,2019-04-01
THE ROTHERHAM NHS FOUNDATION TRUST,5893,5951,6,1935,13275,9475,18412,1593,47713,2968,2019-04-01
THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,11208,9276,123,1656,21038,8939,24105,1546,44711,2869,2019-04-01
THE ROYAL MARSDEN NHS FOUNDATION TRUST,2596,2146,3,402,3595,3989,5745,363,59461,2973,2019-04-01
THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,3181,3336,37,1378,4860,3155,6145,579,17191,1825,2019-04-01
THE ROYAL WOLVERHAMPTON NHS TRUST,11288,9079,283,2125,27466,16944,45557,4674,96613,6856,2019-04-01
THE WALTON CENTRE NHS FOUNDATION TRUST,1551,1426,41,268,7313,6508,10421,849,20153,2102,2019-04-01
THE WESTBOURNE CENTRE,717,792,34,45,1017,0,963,198,1192,93,2019-04-01
THE YORKSHIRE CLINIC,3680,3772,0,73,6708,0,10928,274,20715,1192,2019-04-01
TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,7097,5969,119,912,12649,13413,23709,1227,60277,2886,2019-04-01
UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,13349,11784,574,2587,30685,15983,42310,4528,78212,7562,2019-04-01
UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,17976,15799,66,1996,27509,26806,50846,7744,127456,24780,2019-04-01
UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12080,11683,230,1185,24405,32221,49785,4892,105351,10258,2019-04-01
UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,33714,27425,792,5080,62257,44292,97261,13130,291379,29330,2019-04-01
UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,16641,12018,227,2175,24527,29224,40005,3230,95086,7144,2019-04-01
UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,17865,14930,490,1902,32214,32391,55606,4742,76537,8200,2019-04-01
UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,23825,22326,300,2975,39224,25225,56229,4695,117800,8368,2019-04-01
UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,25425,21965,1024,3786,48060,46099,68211,5306,117374,8362,2019-04-01
UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,9462,8691,52,469,17191,11894,24947,1867,37526,3485,2019-04-01
UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,17304,15335,502,2380,28429,42767,56501,5298,84647,7171,2019-04-01
UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,14633,11613,268,2904,22189,10054,30232,1570,57240,3346,2019-04-01
WALSALL HEALTHCARE NHS TRUST,4810,4210,240,867,13196,13203,16608,2028,34389,3764,2019-04-01
WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,5897,5604,118,900,12906,9868,18718,1736,53583,4533,2019-04-01
WEST HERTFORDSHIRE HOSPITALS NHS TRUST,10603,9356,229,1664,23356,20453,25880,2931,47545,5350,2019-04-01
WEST LONDON NHS TRUST,14,17,0,0,0,0,0,0,0,0,2019-04-01
WEST MIDLANDS HOSPITAL,954,1254,1,30,2665,0,2504,90,6776,197,2019-04-01
WEST SUFFOLK NHS FOUNDATION TRUST,5409,7048,38,1000,17162,12176,23643,1231,48003,2954,2019-04-01
WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,14319,11943,342,2455,24008,15366,32619,2307,59116,3942,2019-04-01
WESTON AREA HEALTH NHS TRUST,3651,2606,89,257,5533,1081,8182,414,18748,1207,2019-04-01
